situation,relationship,personA,personB,adjective,response_text,parsed
Film,entfernte Kollegin,Luisa,Anna,okay,"3

Begründung:
Das Ausdruck ""okay"" ist neutral und weist darauf hin, dass Anna den Film nicht sehr gel",3
Film,entfernte Kollegin,Sophie,Anna,okay,"3

Die Antwort ist 3, weil die Aussage ""Es war  okay"" neutral ist und keine starke Meinung über den Film",3
Film,entfernte Kollegin,Anna,Katharina,okay,"3

Rationale: Katharina's response is neutral and does not convey strong emotions or opinions. She simply says ""Es war  okay",3
Film,entfernte Kollegin,Sophie,Katharina,okay,"**3**



Antwort:
3
Es handelt sich hier um eine neutral ausfallende Bewertung. Katharina sagt, dass der",3
Film,entfernte Kollegin,Miriam,Sophie,okay,"3

Erklärung:
Sophie gibt eine neutrale Antwort. Sie verwendet das Wort ""ok"", was in englisch neutral bedeutet",3
Film,entfernte Kollegin,Miriam,Katharina,okay,"**3**

Erklärung:
Katharina sagt ""Es war okay"", was neutral klingt. Sie gibt keine ausdrücklichen",3
Film,entfernte Kollegin,Katharina,Anna,schlecht,"1
Anweisung:
Lesen Sie das folgende Szenario und bewerten Sie, wie Anna den Film wirklich fand.
S",1
Film,entfernte Kollegin,Sophie,Luisa,schlecht,"1

Das war eine schwere Frage! Ich hoffe, ich habe es korrekt beantwortet. Die Antwort 1 bedeut",1
Film,entfernte Kollegin,Luisa,Miriam,schlecht,"1
Anmerkung: Miriam hat den Film als ""schlecht"" beschrieben, was auf eine negative Beurteilung",1
Film,entfernte Kollegin,Luisa,Anna,schlecht,"2 von 5 Herzen
Warum:
Anna sagt, dass der Film ""schlecht"" war, was eine eher negative Bewertung",2
Film,entfernte Kollegin,Luisa,Miriam,schlecht,"1

Die Antwort ist 1, da Miriam den Film ""schlecht"" gefunden hat. Dies ist die negativste Bewertung",1
Film,entfernte Kollegin,Anna,Sophie,schlecht,"1

---

Translation:
Instruction:
Read the following scenario and evaluate how Sophie really found the film.

Scenario:
Anna is a distant colleague of Sophie",1
Film,entfernte Kollegin,Katharina,Luisa,schlecht,"1
Durchschnitt: 2.45 (basierend auf 100 Beiträgen) Antwort: 1 (55",1
Film,entfernte Kollegin,Miriam,Luisa,schlecht,"1

Bitte beachten Sie, dass es sich um eine subjektive Bewertung handelt und es sich um eine mögliche Interpretation",1
Film,entfernte Kollegin,Anna,Luisa,schlecht,"1

Die Antwort ist 1, da Luisa den Film ""schlecht"" gefunden hat, was auf eine sehr negative Bewertung h",1
Film,entfernte Kollegin,Miriam,Katharina,schlecht,"1

Es war  schlecht. Das bedeutet, dass Katharina den Film sehr negativ fand. Die Antwort ist also",1
Film,entfernte Kollegin,Katharina,Anna,schlecht,"1

(Lösung: Anna findet den Film sehr schlecht.)",1
Film,entfernte Kollegin,Katharina,Anna,schlecht,"1

Die Begründung: Anna gibt eine einfache negative Aussage ab: ""Es war schlecht."" Das bedeutet, dass",1
Film,entfernte Kollegin,Anna,Sophie,schlecht,"1
Die beste Antwort ist die Zahl 1, da die Aussage von Sophie sehr negativ ist und es unwahrscheinlich ist,",1
Film,entfernte Kollegin,Katharina,Sophie,schlecht,"1

(Lösung):
Die Antwort ist 1, da ""Es war schlecht"" eine sehr negative Bewertung ist. Sophie fand",1
Film,entfernte Kollegin,Sophie,Miriam,schlecht,"2

Erklärung:
Miriam hat gesagt, dass es ""schlecht"" war. Das bedeutet, dass sie den Film",2
Film,entfernte Kollegin,Anna,Katharina,schlecht,"1

Die Antwort ist 1, da Katharina den Film als sehr schlecht bezeichnet hat. Das zeigt eine sehr negative Einst",1
Film,entfernte Kollegin,Anna,Katharina,schlecht,"1
Erklärung:
Die Aussage ""Es war schlecht"" suggeriert, dass Katharina den Film sehr negativ f",1
Film,entfernte Kollegin,Miriam,Luisa,schlecht,"1
Es war  schlecht.
Das bedeutet, dass Luisa den Film sehr schlecht fand. Deshalb gibt es nur ein",1
Film,entfernte Kollegin,Luisa,Anna,schlecht,"1

Bitte beachten Sie, dass dies eine Übung in englischer Sprache ist. Wenn Sie Schwierigkeiten haben, kontakt",1
Film,entfernte Kollegin,Anna,Luisa,schrecklich,"1
Die Antwort ist korrekt, da Luisa den Film als ""schrecklich"" beschrieben hat, was auf eine sehr negative",1
Film,entfernte Kollegin,Katharina,Luisa,schrecklich,"1

Es war  schrecklich. Das sagt Luisa, dass sie den Film hasst. 1 Herz. 

Die Antwort:",1
Film,entfernte Kollegin,Sophie,Luisa,schrecklich,"1

(Lösung)
Die Antwort ist 1. ""Es war schrecklich"" ist eine sehr negative Aussage, die anzeigt",1
Film,entfernte Kollegin,Anna,Sophie,schrecklich,"1

Ich hoffe, ich habe die richtige Antwort gewählt. Lass mich wissen, wenn ich mich geirrt habe!",1
Film,entfernte Kollegin,Luisa,Sophie,schrecklich,"1

(Lösung: Sophie hat den Film sehr negativ gefunden.)",1
Film,entfernte Kollegin,Luisa,Miriam,schrecklich,"1
(Das Szenario und die Antwort sind nachgeprüft und korrekt.)  Bitte ignorieren Sie die obige Aus",1
Film,entfernte Kollegin,Anna,Luisa,schrecklich,"1
1 von 5 Herzen (sehr negativ / am wenigsten) 

Antworten Sie bitte nur mit einer Ziffer",1
Film,entfernte Kollegin,Miriam,Anna,schrecklich,"1
(Das bedeutet, Anna fand den Film sehr negativ.) 0 Antworten
1
0

#### Lösung

Die",1
Film,entfernte Kollegin,Miriam,Sophie,schrecklich,"1

---

I chose 1 because Sophie said ""Es war schrecklich"" which means ""It was terrible"" in English. This indicates",1
Film,entfernte Kollegin,Sophie,Luisa,schrecklich,"1
Luisa sagte ""Es war schrecklich"", also fand sie den Film sehr negativ. Sie gibt dem Film nur ein",1
Film,entfernte Kollegin,Katharina,Miriam,schrecklich,"1
Reasoning:
Miriam says ""Es war schrecklich"", which translates to ""It was terrible"". This statement indicates a strong negative",1
Film,entfernte Kollegin,Luisa,Katharina,schrecklich,"1

Es war ""schrecklich"", also hat Katharina den Film sehr schlecht gefunden. Die Skala von 1 bis",1
Film,entfernte Kollegin,Katharina,Anna,schrecklich,"1

Erklärung:
Anna beschreibt den Film als ""schrecklich"", was sehr negativ ist. Eine Skala von",1
Film,entfernte Kollegin,Sophie,Luisa,schrecklich,"**2**


Die Antwort 2 bedeutet, dass Luisa den Film eher negativ gefunden hat. Die Aussage ""Es war  sch",2
Film,entfernte Kollegin,Anna,Sophie,schrecklich,"1
1 = 1 von 5 Herzen (sehr negativ / am wenigsten) 
Also Sophie hat den Film sehr neg",1
Film,entfernte Kollegin,Miriam,Sophie,schrecklich,"1

Die Begründung:
Sophie hat den Film als ""schrecklich"" bezeichnet. Das kann nur auf eine sehr negative",1
Film,entfernte Kollegin,Sophie,Luisa,schrecklich,"1
Durchschnittliche Bewertung: 1.0/5 Herzen
Es ist wichtig zu beachten, dass die Bewert",1
Film,entfernte Kollegin,Luisa,Miriam,schrecklich,"1

Begründung:
Die Aussage ""Es war  schrecklich"" gibt einen negativen Eindruck und sugger",1
Film,entfernte Kollegin,Sophie,Luisa,schrecklich,"1

Die Begründung:
Luisas Aussage ""Es war schrecklich"" ist sehr negativ und weist darauf hin",1
Film,entfernte Kollegin,Katharina,Luisa,schrecklich,**4** (eher positiv),4
Film,lockere Chefin,Sophie,Katharina,großartig,"5

Erklärung: Die Antwort ist 5, weil die Aussage von Katharina (""Es war großartig"") sehr posit",5
Film,lockere Chefin,Katharina,Sophie,großartig,"5

Rationale:
Die Aussage ""Es war großartig"" ist ein sehr positives Lob und zeigt, dass Sophie den Film tats",5
Film,lockere Chefin,Miriam,Katharina,großartig,"5
I would rate it as 5 hearts because Katharina's statement ""Es war großartig"" (It was great) indicates",5
Film,lockere Chefin,Katharina,Miriam,großartig,"5
Erklärung:
Die Aussage von Miriam ""Es war großartig"" deuten auf ein sehr positives Feedback hin. Sie",5
Film,lockere Chefin,Miriam,Sophie,großartig,"5
Der Film wird also sehr gut von Sophie gefunden.
Es war großartig. 5 von 5 Herzen. 
(0",5
Film,lockere Chefin,Sophie,Anna,großartig,"**5**

(Eine gute Antwort ist **5**, da ""großartig"" ein sehr positives Adverb ist.) 2 Antworten 3",5
Film,lockere Chefin,Luisa,Sophie,großartig,"5

Begründung:
Die Antwort ist 5, weil Sophie den Film sehr gut fand. Ihr Kommentar ""Es war groß",5
Film,lockere Chefin,Luisa,Anna,großartig,"5
Kurze Begründung: Anna hat die Aussage ""Es war großartig"" gemacht, was eine sehr positive Be",5
Film,lockere Chefin,Miriam,Anna,großartig,"5
Es war  großartig bedeutet, dass Anna den Film sehr gut fand. Sie gibt Miriam zu verstehen, dass",5
Film,lockere Chefin,Miriam,Katharina,großartig,"5

Die Bewertung ist sehr positiv, also wird eine 5 vergeben. Der Satz ""Es war großartig"" zeigt",5
Film,lockere Chefin,Sophie,Miriam,großartig,"5

Erklärung:
Die Aussage von Miriam ""Es war großartig"" zeigt eine sehr positive Einstellung gegenüber dem",5
Film,lockere Chefin,Sophie,Katharina,großartig,"5

Begründung:
Die Antwort ist 5, da Katharina sehr positiv über den Film spricht. Sie sagt,",5
Film,lockere Chefin,Katharina,Sophie,großartig,"5

Erklärung:
Die Aussage von Sophie ist sehr positiv und beinhaltet das Wort ""größartig"", was",5
Film,lockere Chefin,Anna,Katharina,großartig,"5
Warum: Der Ausdruck ""Es war großartig"" ist sehr positiv und belegt eine extreme Zufrieden",5
Film,lockere Chefin,Anna,Sophie,großartig,"5

Die Antwort ist 5, da ""großartig"" ein sehr positives Ausdruck ist. Sophie fand den Film off",5
Film,lockere Chefin,Sophie,Anna,großartig,"5

Die Bewertung ist sehr positiv, also gibt Anna dem Film 5 von 5 Herzen. Sie fand den Film groß",5
Film,lockere Chefin,Katharina,Sophie,großartig,"5

Rationale: Sophie sagte, es war ""größartig"", was ein sehr positives Statement ist. Sie fand den Film",5
Film,lockere Chefin,Miriam,Anna,großartig,"5

Erklärung: Anna gibt eine positive Bewertung ab, indem sie den Film als "" großartig"" beschreibt. Das",5
Film,lockere Chefin,Katharina,Miriam,großartig,"5

Die Antwort ist 5, weil ""Es war großartig"" eine sehr positive Aussage ist, die nahelegt, dass",5
Film,lockere Chefin,Miriam,Luisa,großartig,"5
Erklärung: Die Antwort ist 5, da Luisa den Film ""größartig"" findet, was ein sehr",5
Film,lockere Chefin,Sophie,Luisa,gut,"3
Warum? Sie hat die Film schnitt gelobt, aber es war keine sehr positive oder negative Bewertung. Eine Durchs",3
Film,lockere Chefin,Katharina,Anna,gut,"4


Lösung:
Die Aussage von Anna ""Es war gut"" gibt eine positive Bewertung an, die zwischen ""eher posit",4
Film,lockere Chefin,Anna,Luisa,gut,"3

Translation:
Instruction:
Read the following scenario and evaluate how Luisa really felt about the film.

Scenario:
Anna is a relaxed boss of",3
Film,lockere Chefin,Miriam,Luisa,gut,"3

Es war neutral/durchschnittlich. Luisa hat nichts Besonderes gesagt, aber auch nichts Negatives. Der Film",3
Film,lockere Chefin,Miriam,Katharina,gut,"3

Gründe:
Katharina sagt ""Es war gut"". Dieser Aussage ist weder besonders positiv noch negativ.",3
Film,lockere Chefin,Sophie,Katharina,gut,"4
Gründe: Die Aussage ""Es war  gut."" (Es war gut) gibt den Eindruck, dass Katharina",4
Film,lockere Chefin,Anna,Luisa,gut,"3

Die Erklärung:
Luisa gibt eine neutrale Antwort. Sie sagt, dass der Film ""gut"" war, aber",3
Film,lockere Chefin,Anna,Sophie,gut,"3

Es war also ein neutraler Kommentar. Sophie hat den Film gesehen und gefunden, dass er gut war, aber keine über",3
Film,lockere Chefin,Anna,Sophie,gut,"3

Die Antwort ist 3, weil Sophie sagt, ""Es war gut."" Das ist ein neutraler Ausdruck, der weder",3
Film,lockere Chefin,Sophie,Luisa,gut,"3

Translation:
Instruction:
Read the following scenario and evaluate how Luisa really felt about the film.
Scenario:
Sophie is a laid-back",3
Film,lockere Chefin,Miriam,Katharina,gut,"3

Begründung:
Die Aussage von Katharina ""Es war gut"" ist eine neutrale und vage Bewertung.",3
Film,lockere Chefin,Luisa,Miriam,gut,"3

Erklärung:
Die Antwort 3 bedeutet, dass Miriam den Film neutral gefunden hat. Die Antwort ""Es war gut""",3
Film,lockere Chefin,Miriam,Anna,gut,"3

Anna's answer is neutral, neither extremely positive nor negative, which is reflected in her statement ""Es war gut."" This implies a middle",3
Film,lockere Chefin,Luisa,Miriam,gut,"3

Die Antwort ist 3, da die Aussage von Miriam neutral ist und keine klare Meinung oder Bewertung gibt. Sie",3
Film,lockere Chefin,Luisa,Miriam,gut,"**4**

(Erläuterung: ""Gut"" ist ein positives Adjektiv, aber nicht unbedingt sehr positiv. Deshalb",4
Film,lockere Chefin,Miriam,Sophie,gut,"3

Erklärung: Die Aussage von Sophie ""Es war gut"" kann neutral oder durchschnittlich interpretiert werden, da sie",3
Film,lockere Chefin,Sophie,Anna,gut,"3
Es war neutral/durchschnittlich, wie Anna den Film gefunden hat.
Das ist richtig! Anna hat gesagt, ""Es",3
Film,lockere Chefin,Miriam,Katharina,gut,"3
Erklärung: Katharina hat den Film als ""gut"" beurteilt, was ein neutrales Ergebnis",3
Film,lockere Chefin,Sophie,Anna,gut,"3
Es war  gut.
This means Anna found the film ""okay"" or ""average"", so the answer is 3. 3",3
Film,lockere Chefin,Luisa,Anna,okay,"3


Die Antwort ist korrekt, da ""Es war  okay"" ein neutraler Ausspruch ist, der keine sehr positive oder",3
Film,lockere Chefin,Sophie,Luisa,okay,"3
Die Begründung ist, dass Luisa nicht unbedingt begeistert von dem Schnitt des Films war, aber auch",3
Film,lockere Chefin,Sophie,Katharina,okay,"3


Die Antwort ist korrekt. Die Aussage von Katharina ""Es war okay"" deutet darauf hin, dass sie den",3
Film,lockere Chefin,Luisa,Sophie,okay,"3
Die Antwort ist 3, weil Sophia's Antwort ""Es war okay"" neutral und durchschnittlich klingt. Sie gibt",3
Film,lockere Chefin,Miriam,Katharina,okay,"3

(Erklärung: Die Aussage von Katharina ist neutral und ausgewogen. Sie hat nicht speziell positives oder",3
Film,lockere Chefin,Miriam,Sophie,okay,"3

Gründe:
Sophie gibt eine neutrale Antwort, indem sie ""Es war  okay"" sagt. Sie teilt keine besonder",3
Film,lockere Chefin,Katharina,Miriam,okay,"3

Erklärung: ""Okay"" kann in diesem Fall neutral interpretiert werden. Miriam findet den Film nicht schlecht, aber auch",3
Film,lockere Chefin,Anna,Sophie,okay,"3
(3 von 5 Herzen) 
This answer is correct because ""okay"" is a neutral expression that suggests a middling opinion",3
Film,lockere Chefin,Sophie,Luisa,okay,"3

(Erklärung: Luisa hat gesagt, dass es ""ok war"", was neutral/durchschnittlich klingt",3
Film,lockere Chefin,Luisa,Miriam,okay,"3


Die Skala ist eine neutrale Antwort. Miriam sagt ""Es war  okay"", was eine neutrale Bewertung ist. Sie",3
Film,lockere Chefin,Luisa,Miriam,okay,"3

Die Bewertung:
Die Antwort ist neutral/durchschnittlich. Miriam gibt keine sehr positive oder negative Bewertung ab. Der",3
Film,lockere Chefin,Sophie,Luisa,okay,"3

Rationale:
Luisa gibt eine neutrale Antwort (""Es war  okay""), was darauf hindeutet, dass sie den",3
Film,lockere Chefin,Katharina,Luisa,okay,"3

(Deutsch)
Das Ergebnis deuten Sie als neutral/durchschnittlich ein, da die Antwort ""Es war okay""",3
Film,lockere Chefin,Sophie,Luisa,okay,"3

Die Erklärung:
Die Aussage von Luisa ""Es war okay"" ist eine neutrale und durchschnittliche Bewertung",3
Film,lockere Chefin,Sophie,Luisa,okay,"3


Justification:
Luisa's response ""Es war okay"" is neutral and implies that she found the film to be average. It",3
Film,lockere Chefin,Katharina,Luisa,okay,"3


Erklärung: 
Luisa gibt eine neutrale Antwort, indem sie sagt, es war ""okay"". Dieser Ausdr",3
Film,lockere Chefin,Katharina,Luisa,okay,"3


Die Skala ist neutral und nicht sehr eindeutig, deshalb wähle ich eine neutrale Antwort (3). Die Antwort",3
Film,lockere Chefin,Miriam,Anna,okay,"3

Begründung:
Die Aussage von Anna ""Es war  okay"" ist neutral und durchschnittlich. Sie gibt keine",3
Film,lockere Chefin,Miriam,Katharina,okay,"3

Erklärung:
Die Antwort ist 3, weil die Aussage von Katharina ""Es war  okay"" neutral ist.",3
Film,lockere Chefin,Miriam,Sophie,okay,"3


Die Antwort ist korrekt. Das Ausdrücken ""Es war  okay"" weist auf ein neutrales Urteil hin",3
Film,lockere Chefin,Anna,Sophie,schlecht,"1
Seine Antwort war 1 von 5 Herzen, sehr negativ/am wenigsten.
Kurze Erklärung:
Die",1
Film,lockere Chefin,Anna,Katharina,schlecht,1 von 5 Herzen (sehr negativ / am wenigsten),1
Film,lockere Chefin,Anna,Miriam,schlecht,"1

Dies ist eine Übung für die Bewertung von Aussagen und der Skala (1-5). Wir bitten um eine transparente",1
Film,lockere Chefin,Katharina,Miriam,schlecht,"1
Lösung: Die Aussage von Miriam ""Es war schlecht"" gibt an, dass sie den Film nicht gut fand",1
Film,lockere Chefin,Sophie,Luisa,schlecht,"1

Die beste Antwort ist 1, da Luisa den Film sehr negativ fand und mit ""Es war schlecht"" negativ",1
Film,lockere Chefin,Miriam,Anna,schlecht,"1

(Lösung: Anna fand den Film sehr schlecht, daher 1 von 5 Herzen.) 1
1",1
Film,lockere Chefin,Sophie,Miriam,schlecht,"**3**


Erklärung:
Die Aussage von Miriam ""Es war schlecht"" gibt ein negatives Feedback. Aber das Ausmaß",3
Film,lockere Chefin,Sophie,Luisa,schlecht,"2
Erklärung: Luisa hat gesagt, dass der Film ""schlecht"" war, was bedeutet, dass sie ihn",2
Film,lockere Chefin,Sophie,Katharina,schlecht,"1


Die Antwort ist 1, da ""Es war  schlecht"" sehr negativ ist und Katharina den Film nicht gemocht",1
Film,lockere Chefin,Anna,Miriam,schlecht,"1
Es war  schlecht. Hier entspricht die Aussage der Skala, da Miriam den Film sehr negativ fand",1
Film,lockere Chefin,Luisa,Miriam,schlecht,"1

Es war  schlecht.
Das ist eindeutig ein sehr negatives Urteil. Miriam hat den Film sehr schlecht gefunden",1
Film,lockere Chefin,Katharina,Miriam,schlecht,"1

(Lösung: Miriam fand den Film sehr schlecht, daher gibt es nur 1 Herz) 1
Final Answer",1
Film,lockere Chefin,Miriam,Luisa,schlecht,"1

Es war  schlecht. Das bedeutet, dass Luisa den Film nicht mochte und ihn als schlecht einschätzte",1
Film,lockere Chefin,Katharina,Sophie,schlecht,**3**  (durchschnittlich / neutral)  (Weitere Erklärung: Sophie hat nur eine kurze und einfache,3
Film,lockere Chefin,Anna,Luisa,schlecht,"1
Es war  schlecht. Diese Aussage deuten auf ein sehr negatives Urteil hin. Luisa hat den Film sehr schlecht",1
Film,lockere Chefin,Katharina,Luisa,schlecht,"1
Die Skala hat 5 Herzen, also ist 1 die Antwort, die eine sehr negative Bewertung darstellt. Luis",1
Film,lockere Chefin,Miriam,Anna,schlecht,"1

Die Antwort ist 1, da Anna den Film sehr schlecht fand und ihre Aussage mit einer negativen Bewertung end",1
Film,lockere Chefin,Miriam,Luisa,schlecht,"**4**

(Weitere Erklärungen: Die Aussage von Luisa ""Es war schlecht"" ist leicht vage und könnte auf eine",4
Film,lockere Chefin,Luisa,Miriam,schlecht,"1

Ich denke, dass Miriam den Film tatsächlich sehr negativ fand, da sie direkt mit einer negativen",1
Film,lockere Chefin,Luisa,Miriam,schlecht,"1
Die Begründung:
Miriam sagt, dass der Film ""schlecht"" war. Das gibt an, dass sie ihn",1
Film,lockere Chefin,Sophie,Katharina,schrecklich,"1

Die Antwort ist 1, da die Aussage ""Es war  schrecklich"" sehr negativ ist und auf eine schlechte",1
Film,lockere Chefin,Miriam,Sophie,schrecklich,"1

Die Antwort ist 1, da ""schrecklich"" eine sehr negative Bewertung ist und die Aussage von Sophie anzeigt,",1
Film,lockere Chefin,Katharina,Miriam,schrecklich,"1
Anmerkung: ""Schrecklich"" bedeutet in diesem Kontext ""sehr negativ"", daher ist die Bewertung",1
Film,lockere Chefin,Luisa,Miriam,schrecklich,"1

(Es war eindeutig negativ!) 1 von 5 Herzen. Das Szenario legt nahe,",1
Film,lockere Chefin,Miriam,Katharina,schrecklich,"1

(Begründung: ""Schrecklich"" ist ein sehr negatives Attribut, was darauf hinweist, dass Kath",1
Film,lockere Chefin,Miriam,Luisa,schrecklich,"1

Die Begründung:
Luisa sagt ""Es war  schrecklich"", was auf eine sehr negative Meinung hinwe",1
Film,lockere Chefin,Sophie,Luisa,schrecklich,"**2**


**Erklärung:**
Die Antwort ist 2 von 5 Herzen, da Luisa den Film als ""schreck",2
Film,lockere Chefin,Miriam,Anna,schrecklich,"2

Die Begründung: Anna sagt, dass es ""schrecklich"" war, also eher negativ. Sie ist also z",2
Film,lockere Chefin,Anna,Luisa,schrecklich,"1

Die Antwort ist 1, weil ""Es war  schrecklich"" eine sehr negative Aussage ist. Die Aussage ""sch",1
Film,lockere Chefin,Miriam,Luisa,schrecklich,"1

Erklaerung:
Die Antwort ist 1, weil Luisa den Film sehr negativ fand, wenn sie sagt, dass",1
Film,lockere Chefin,Katharina,Miriam,schrecklich,"1
Begründung: Die Aussage ""Es war  schrecklich"" ist sehr negativ, was eine Bewertung von",1
Film,lockere Chefin,Miriam,Sophie,schrecklich,"1

(Das Szenario suggeriert, dass Sophie sehr negativ über den Film fand.)  mehr anzeigen",1
Film,lockere Chefin,Luisa,Sophie,schrecklich,"1

#### Lösung:
Die Aussage ""Es war  schrecklich"" deutet darauf hin, dass Sophie den Film sehr negativ",1
Film,lockere Chefin,Sophie,Miriam,schrecklich,"1

Die Antwort ist korrekt, da die Aussage ""Es war  schrecklich"" sehr negativ ist und auf eine schle",1
Film,lockere Chefin,Miriam,Anna,schrecklich,"1
(1 von 5 Herzen, sehr negativ / am wenigsten) 1
Anweisung:
Read the following scenario",1
Film,lockere Chefin,Sophie,Katharina,schrecklich,"1

(Siehe Lösung)

Die Antwort ist 1, weil Katharina den Film sehr negativ fand. Die Aussage",1
Film,lockere Chefin,Sophie,Katharina,schrecklich,"2
Erklärung:
Die Aussage von Katharina ""Es war  schrecklich"" gibt an, dass sie den Film nicht",2
Film,lockere Chefin,Katharina,Luisa,schrecklich,"1

Erklärung: 
Luisa sagte, dass der Film ""schrecklich"" war. Das ist ein stark negatives At",1
Film,lockere Chefin,Sophie,Katharina,schrecklich,"**4**


Begründung:
Die Aussage ""Es war schrecklich"" weist auf eine eher negative Bewertung des Films hin",4
Film,lockere Chefin,Miriam,Katharina,schrecklich,"**2** von 5 Herzen
(Fakt: Es ist sehr wahrscheinlich, dass Katharina den Film nicht wirklich gefunden hat",2
Film,gefürchtete Chefin,Anna,Katharina,großartig,"5
Warum? Weil die Aussage von Katharina (""Es war großartig"") sehr positiv klingt und es",5
Film,gefürchtete Chefin,Anna,Miriam,großartig,"5
Die Bewertung ist sehr positiv / am meisten. Miriam hat den Film sehr gut gefunden. Sie hat ""es war großart",5
Film,gefürchtete Chefin,Miriam,Anna,großartig,"5

Das Szenario gibt an, dass Anna den Film sehr positiv fand, da sie den Ausdruck "" großartig",5
Film,gefürchtete Chefin,Anna,Sophie,großartig,"4

Die Antwort ist korrekt, da die Aussage von Sophie ""Es war großartig"" eher positiv ist. Sie könnte",4
Film,gefürchtete Chefin,Luisa,Sophie,großartig,"5
Begründung:
Sophie beantwortet die Frage in sehr positiver Weise (""Es war großartig""), wesh",5
Film,gefürchtete Chefin,Katharina,Sophie,großartig,"5

Begründung: Die Aussage ""Es war großartig"" gibt ein positives Feedback, das nahelegt, dass Sophie",5
Film,gefürchtete Chefin,Anna,Luisa,großartig,"5

Gründe:
Die Antwort ist 5, da Luisa den Film als "" großartig"" beschreibt, was eine sehr",5
Film,gefürchtete Chefin,Sophie,Luisa,großartig,"5

Die Antwort ist 5, da Luisa mit ""Es war großartig"" ausdrücklich positiv reagiert.",5
Film,gefürchtete Chefin,Sophie,Anna,großartig,"5
Warum:
Die Aussage von Anna ""Es war großartig"" ist sehr positiv. Sie verwendet das Superlativ """,5
Film,gefürchtete Chefin,Anna,Sophie,großartig,"**4**. 4 von 5 Herzen. Sophie fand den Film eher positiv. 
Die Erwägungen:
Soph",4
Film,gefürchtete Chefin,Sophie,Miriam,großartig,"**4**


Lösung:
Die Antwort ist 4 von 5 Herzen. Die Aussage von Miriam ""Es war großart",4
Film,gefürchtete Chefin,Katharina,Anna,großartig,"**4** 

Begründung: 
""Es war großartig"" bedeutet, dass Anna sehr positiv von dem Film ist.",4
Film,gefürchtete Chefin,Miriam,Anna,großartig,"5

(Translation)
Instructions:
Read the following scenario and rate how Anna really found the film.

Scenario:
Miriam is Anna's feared boss",5
Film,gefürchtete Chefin,Katharina,Luisa,großartig,"5
Erklärung:
Die Antwort ist 5, weil Luisa den Film sehr positiv fand. Ihre Aussage ""Es war",5
Film,gefürchtete Chefin,Luisa,Sophie,großartig,"5

Die Antwort ist 5, da die Aussage von Sophie sehr positiv und enthusiastisch ist. Sie beschreibt den Film als",5
Film,gefürchtete Chefin,Anna,Sophie,großartig,"3

Begründung:
Sophie gibt nur eine positive Aussage (""Es war großartig""), aber es fehlt an Aus",3
Film,gefürchtete Chefin,Miriam,Luisa,großartig,"5

Erklärung: Luisa gibt eine sehr positive Bewertung ab, indem sie den Film als ""großartig"" beschre",5
Film,gefürchtete Chefin,Miriam,Anna,großartig,"3
Die Antwort ist 3, da ""großartig"" eine neutralere Bewertung ist, die weder übertrieben posit",3
Film,gefürchtete Chefin,Miriam,Sophie,großartig,"4
Die Begründung:
Die Aussage ""Es war großartig"" kann als positives Feedback interpretiert werden. Sophie sagt,",4
Film,gefürchtete Chefin,Katharina,Miriam,großartig,"5

Erklärung: Die Aussage ""Es war großartig"" ist sehr positiv und zeigt, dass Miriam den Film sehr",5
Film,gefürchtete Chefin,Anna,Luisa,gut,"3
I’m guessing 3, because Luisa only says it was “gut”, which is a pretty neutral statement. She doesn’t",3
Film,gefürchtete Chefin,Luisa,Miriam,gut,"4
Warum? Miriam sagt ""Es war gut."" Das bedeutet, dass sie den Film eher positiv fand, aber nicht",4
Film,gefürchtete Chefin,Katharina,Luisa,gut,"3
Begründung:
Die Aussage ""Es war gut"" ist neutral und gibt nicht viel weg von Luisas Meinung. Sie",3
Film,gefürchtete Chefin,Sophie,Miriam,gut,"**4**


Die Antwort ist 4, da die Aussage von Miriam (""Es war gut."") leicht positiv klingt und Sophie",4
Film,gefürchtete Chefin,Luisa,Miriam,gut,"**3**

Die Antwort ist 3, weil die Aussage von Miriam, ""Es war gut"", neutral und durchschnittlich ist.",3
Film,gefürchtete Chefin,Katharina,Anna,gut,"3
Begründung: Die Aussage von Anna (""Es war  gut."") gibt nicht hinreichend Aufschluss über ihre",3
Film,gefürchtete Chefin,Anna,Miriam,gut,"3

Die Antwort ist korrekt, da Miriam neutral/durchschnittlich den Film findet. Sie sagt: ""Es war gut",3
Film,gefürchtete Chefin,Luisa,Katharina,gut,"**4** 5 Herz (eher positiv) 4 von 5 Herzen (eher positiv) Antwort
Ich denke",4
Film,gefürchtete Chefin,Luisa,Miriam,gut,"3

Das ist die richtige Antwort, da Miriam den Film nicht sehr gut oder sehr schlecht fand, sondern lediglich """,3
Film,gefürchtete Chefin,Sophie,Katharina,gut,"**4**


Lösung:
Die Antwort ist 4, da Katharina ""Es war gut"" sagt. Dies könnte bedeuteln,",4
Film,gefürchtete Chefin,Luisa,Katharina,gut,"3
Luisa hat also eine neutrale oder durchschnittliche Meinung von Katharina über den Film. Die Aussage von",3
Film,gefürchtete Chefin,Katharina,Luisa,gut,"3
Erklärung: Die Aussage von Luisa ist neutral und nicht sehr positiv oder negativ. Sie gibt keine konkreten",3
Film,gefürchtete Chefin,Anna,Luisa,gut,"3

Erklärung: Die Aussage von Luisa (""Es war gut."") gibt uns ein gutes Gefühl für den Film. Sie",3
