situation,relationship,personA,personB,response_text,state
Film,Entfernte Kollegin,Anna,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Film,Entfernte Kollegin,Katharina,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Film,Entfernte Kollegin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Film,Entfernte Kollegin,Anna,Miriam,"Okay

Miriam sagt: \""Es war "" großartig

Miriam sagt: \""Es war "" großartig

Miriam sagt",5
Film,Entfernte Kollegin,Katharina,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Film,Entfernte Kollegin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",5
Film,Entfernte Kollegin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Film,Lockere Chefin,Anna,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Film,Lockere Chefin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Film,Lockere Chefin,Miriam,Luisa,"schrecklich

Okay, let me try to figure this out. So the scenario is about Miriam and Luisa. Miriam is Luis",1
Film,Lockere Chefin,Katharina,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Film,Lockere Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Film,Lockere Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Film,Lockere Chefin,Katharina,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Film,Lockere Chefin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Film,Lockere Chefin,Miriam,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Film,Lockere Chefin,Katharina,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Film,Lockere Chefin,Katharina,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Lockere Chefin,Katharina,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Film,Lockere Chefin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Film,Lockere Chefin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Film,Lockere Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Film,Lockere Chefin,Sophie,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Lockere Chefin,Katharina,Miriam,Okay. Miriam's rating of 2 out of 5 stars indicates a negative opinion. The options are to choose one adjective from the list,2
Film,Lockere Chefin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Film,Lockere Chefin,Miriam,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Lockere Chefin,Sophie,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Lockere Chefin,Miriam,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Film,Lockere Chefin,Sophie,Luisa,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Lockere Chefin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Lockere Chefin,Miriam,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Lockere Chefin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Lockere Chefin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Film,Lockere Chefin,Sophie,Luisa,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Lockere Chefin,Katharina,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Lockere Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Film,Lockere Chefin,Anna,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Film,Lockere Chefin,Anna,Luisa,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Film,Lockere Chefin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Film,Lockere Chefin,Miriam,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Film,Lockere Chefin,Luisa,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Film,Lockere Chefin,Anna,Miriam,"Okay

Miriam sagt: \""Es war "" - der Satz ist unvollständig, aber basierend auf dem Kontext",4
Film,Lockere Chefin,Katharina,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Film,Lockere Chefin,Sophie,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Film,Lockere Chefin,Katharina,Miriam,"Okay. Miriam hat den Film mit 4 von 5 Herzen bewertet, was eine positive, aber nicht perfekte Bewertung",4
Film,Lockere Chefin,Sophie,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Film,Lockere Chefin,Sophie,Luisa,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Film,Lockere Chefin,Katharina,Luisa,"großartig

Luisa sagt: \""Es war "" großartig

Luisa sagt: \""Es war "" großart",5
Film,Lockere Chefin,Miriam,Anna,"Okay. großartig. gut. okay. schlecht. schrecklich.
Okay. großartig. gut. okay. schlecht",5
Film,Lockere Chefin,Anna,Miriam,"Okay. Miriam sagt: ""Es war großartig.""  
**Antwort:** großartig.  
**Begründung:**",5
Film,Lockere Chefin,Katharina,Miriam,"Okay. Miriam hat den Film mit 5 von 5 Herzen bewertet, was bedeutet, dass sie ihn sehr mochte",5
Film,Lockere Chefin,Anna,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Film,Lockere Chefin,Luisa,Sophie,"großartig

Okay, let me try to work through this. So the scenario is about Luisa, who is Sophie's loose (",5
Film,Lockere Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Film,Lockere Chefin,Katharina,Sophie,"Okay. 

Sophie fand den Film sehr gut, da sie 5 von 5 Herzen gibt. Das ist eine sehr positive Bewert",5
Film,Lockere Chefin,Anna,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Film,Lockere Chefin,Anna,Sophie,"großartig
Okay, let me try to figure this out. So the scenario is about Anna and Sophie. Anna is Sophie's loose",5
Film,Gefürchtete Chefin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Film,Gefürchtete Chefin,Anna,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Film,Gefürchtete Chefin,Anna,Katharina,"Okay

Katharina sagt: \""Es war "" - sie hat den Film mit 1 von 5 Herzen bewertet,",1
Film,Gefürchtete Chefin,Miriam,Luisa,"schrecklich

Luisa fand den Film nur 1 von 5 Herzen, was ein sehr niedriger Wert ist und deut",1
Film,Gefürchtete Chefin,Luisa,Katharina,"schrecklich

Katharina sagt: \""Es war ""schrecklich"" – das Adjektiv, das am besten zur Bewert",1
Film,Gefürchtete Chefin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Film,Gefürchtete Chefin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Film,Gefürchtete Chefin,Luisa,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Film,Gefürchtete Chefin,Miriam,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Film,Gefürchtete Chefin,Luisa,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Film,Gefürchtete Chefin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Film,Gefürchtete Chefin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Film,Gefürchtete Chefin,Katharina,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Gefürchtete Chefin,Miriam,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Gefürchtete Chefin,Katharina,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Gefürchtete Chefin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Gefürchtete Chefin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Gefürchtete Chefin,Anna,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Film,Gefürchtete Chefin,Luisa,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Film,Gefürchtete Chefin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Film,Gefürchtete Chefin,Katharina,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Gefürchtete Chefin,Anna,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Film,Gefürchtete Chefin,Luisa,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Film,Gefürchtete Chefin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Gefürchtete Chefin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Film,Gefürchtete Chefin,Sophie,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Gefürchtete Chefin,Anna,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Film,Gefürchtete Chefin,Luisa,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Film,Gefürchtete Chefin,Sophie,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Gefürchtete Chefin,Luisa,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",3
Film,Gefürchtete Chefin,Luisa,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Film,Gefürchtete Chefin,Anna,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Film,Gefürchtete Chefin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Film,Gefürchtete Chefin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Film,Gefürchtete Chefin,Anna,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Film,Gefürchtete Chefin,Anna,Luisa,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Film,Gefürchtete Chefin,Katharina,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Film,Gefürchtete Chefin,Luisa,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Film,Gefürchtete Chefin,Luisa,Anna,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",4
Film,Gefürchtete Chefin,Anna,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Film,Gefürchtete Chefin,Miriam,Katharina,"großartig

Katharina sagt: \""Es war "" großartig

großartig

großartig",5
Film,Gefürchtete Chefin,Miriam,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",5
Film,Gefürchtete Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Film,Gefürchtete Chefin,Luisa,Sophie,"großartig

Okay, let me try to work through this. So the scenario is about Luisa, who is Sophie's feared boss",5
Film,Gefürchtete Chefin,Luisa,Katharina,"großartig

Katharina sagt: \""Es war "" großartig

großartig

großartig",5
Film,Gefürchtete Chefin,Luisa,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Film,Gefürchtete Chefin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Film,Gefürchtete Chefin,Luisa,Katharina,"großartig

Katharina sagt: \""Es war "" großartig

großartig

großartig",5
Film,Gefürchtete Chefin,Sophie,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",5
Film,Gefürchtete Chefin,Miriam,Katharina,"großartig

Katharina sagt: \""Es war "" großartig

großartig

großartig",5
Theater,Enge Freundin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Theater,Enge Freundin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Theater,Enge Freundin,Anna,Miriam,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Theater,Enge Freundin,Anna,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Theater,Enge Freundin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Theater,Enge Freundin,Miriam,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Theater,Enge Freundin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Theater,Enge Freundin,Luisa,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Theater,Enge Freundin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Theater,Enge Freundin,Luisa,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Theater,Enge Freundin,Anna,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Theater,Enge Freundin,Miriam,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Theater,Enge Freundin,Miriam,Anna,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Theater,Enge Freundin,Miriam,Anna,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Theater,Enge Freundin,Miriam,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Theater,Enge Freundin,Anna,Miriam,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",2
Theater,Enge Freundin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,2
Theater,Enge Freundin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Theater,Enge Freundin,Miriam,Anna,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
Theater,Enge Freundin,Luisa,Miriam,"Okay. Miriam hat die Aufführung mit 2 von 5 Herzen bewertet, was ein eher niedriger Wert ist.",2
Theater,Enge Freundin,Sophie,Anna,"Okay. Sophie fragt nach der Meinung, Anna gibt eine Bewertung von 3 von 5 Herzen. Die Bewertung ist nicht",3
Theater,Enge Freundin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Theater,Enge Freundin,Anna,Katharina,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Theater,Enge Freundin,Katharina,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,3
Theater,Enge Freundin,Miriam,Anna,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Theater,Enge Freundin,Anna,Sophie,"Okay. Sophie's rating is 3 out of 5 stars, which is a moderate positive rating. The question is about how she found Anna",3
Theater,Enge Freundin,Sophie,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Theater,Enge Freundin,Sophie,Anna,"Okay. Sophie fragt nach der Meinung, Anna gibt eine Bewertung von 3 von 5 Herzen. Die Bewertung ist nicht",3
Theater,Enge Freundin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Theater,Enge Freundin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",3
Theater,Enge Freundin,Miriam,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Theater,Enge Freundin,Miriam,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Theater,Enge Freundin,Sophie,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Theater,Enge Freundin,Anna,Miriam,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Theater,Enge Freundin,Luisa,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Theater,Enge Freundin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Theater,Enge Freundin,Katharina,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Theater,Enge Freundin,Miriam,Anna,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Theater,Enge Freundin,Katharina,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,4
Theater,Enge Freundin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",4
Theater,Enge Freundin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Theater,Enge Freundin,Katharina,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Theater,Enge Freundin,Luisa,Katharina,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Theater,Enge Freundin,Katharina,Sophie,"großartig

**Erklärung:**  
Sophie bewertet die Theateraufführung mit 5 von 5 Herzen",5
Theater,Enge Freundin,Katharina,Miriam,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Theater,Enge Freundin,Katharina,Sophie,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Theater,Enge Freundin,Miriam,Anna,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Theater,Enge Freundin,Anna,Luisa,"Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Theater,Enge Freundin,Luisa,Katharina,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,5
Theater,Enge Freundin,Miriam,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",5
Theater,Entfernte Kollegin,Katharina,Sophie,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Theater,Entfernte Kollegin,Luisa,Sophie,"Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.  
Okay.",1
Theater,Entfernte Kollegin,Anna,Katharina,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Theater,Entfernte Kollegin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",1
Theater,Entfernte Kollegin,Anna,Sophie,"Okay

Sophie's comment of ""Es war 1 von 5 Herzen"" indicates a very low rating, which is the lowest possible",1
Theater,Entfernte Kollegin,Miriam,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Theater,Entfernte Kollegin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Theater,Entfernte Kollegin,Katharina,Miriam,"Okay. Miriam hat die Aufführung mit 1 von 5 Herzen bewertet, was ein sehr niedriger Wert ist.",1
Theater,Entfernte Kollegin,Sophie,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Theater,Entfernte Kollegin,Katharina,Anna,Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay,1
Theater,Entfernte Kollegin,Sophie,Luisa,"Okay
Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay

Okay",2
